candidate_id	incident_id	chunk_id	document_id	reviewer_id	grade	reviewed_at	evidence_role	supported_claim	applicability	span_start	span_end	review_state
cand_5c6da10678603602	inc_08457c0fbff4700e	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_36e0ea01997b5ffc	inc_08457c0fbff4700e	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_c8a135099b775cc0	inc_08457c0fbff4700e	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_6559ec4c164624bd	inc_08457c0fbff4700e	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_edb0911fa9518d0e	inc_08457c0fbff4700e	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for cartservice.	compatible	0	200	reviewed
cand_170adcae9bd7dfca	inc_08457c0fbff4700e	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_e37946f271b0d44f	inc_08457c0fbff4700e	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_9de8e902cc12c9c9	inc_08457c0fbff4700e	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_40d6eb7153c2f2d8	inc_08457c0fbff4700e	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_0a8b501f0d4c36d9	inc_08457c0fbff4700e	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_80c1b7b19690f19b	inc_0991de462f9a6c05	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_e26878e966165950	inc_0991de462f9a6c05	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_dc6e3bb9b2d12152	inc_0991de462f9a6c05	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_713c486da80f05d3	inc_0991de462f9a6c05	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for cartservice.	compatible	0	200	reviewed
cand_8fa73d848646787d	inc_0991de462f9a6c05	KBC-D058-b868a54e37319ab0c268877e	KBH-D058-54c2092d43a5	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_7d6772ed3180a9be	inc_0991de462f9a6c05	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_0c659807962d9f27	inc_0991de462f9a6c05	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_b92ae4b87a5b8a36	inc_0991de462f9a6c05	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_06ace31db6bac495	inc_0991de462f9a6c05	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_8959f74298724e56	inc_0991de462f9a6c05	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_bb9b3aa51f4c8751	inc_0f782051d78bc07a	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_7520b200ab1831af	inc_0f782051d78bc07a	KBC-D057-878a460540274ab64e37e0c2	KBH-D057-10119f6772e5	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_f4e1b360e0bec4b4	inc_0f782051d78bc07a	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_6f235aa0e4d3dd65	inc_0f782051d78bc07a	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_dc6b22bfbfc1c577	inc_0f782051d78bc07a	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_fac409ff0701bfa5	inc_0f782051d78bc07a	KBC-D057-f6c48ce30e1e7270ef4116c4	KBH-D057-10119f6772e5	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_37aab057a417b28f	inc_0f782051d78bc07a	KBC-D058-5388925824db7450fe28f4fd	KBH-D058-c2749095504f	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_ac5ba06054d9e184	inc_0f782051d78bc07a	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_9887c3ea3684f77f	inc_0f782051d78bc07a	KBC-D058-9c00a77232e7edf2e0aa73a7	KBH-D058-aaa3e891815f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_07531cbcb9279e2f	inc_0f782051d78bc07a	KBC-D059-548a3bb384e53f43764daa60	KBH-D059-545ab1351883	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	66	reviewed
cand_ce7e10356ecee395	inc_15361b2d5df6a488	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_fe5c18b8dc3d4743	inc_15361b2d5df6a488	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_f34cd25f53a76023	inc_15361b2d5df6a488	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_0a5e5273b13e1f33	inc_15361b2d5df6a488	KBC-D057-90841863f220313bffa0377b	KBH-D057-1abc0a247aed	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for cartservice.	compatible	0	200	reviewed
cand_154e80791a26ade1	inc_15361b2d5df6a488	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_07bda5701b61a46d	inc_15361b2d5df6a488	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_4e74e3f63499554b	inc_15361b2d5df6a488	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_5623579c54fa2333	inc_15361b2d5df6a488	KBC-D058-65a7de2b1cd13f2d6190e03c	KBH-D058-aaa3e891815f	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_f85a69d52ca5eb32	inc_15361b2d5df6a488	KBC-D058-10388242a077cec6edbb2a9b	KBH-D058-22bb04d72ccf	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_41d00bf05dd69de8	inc_15361b2d5df6a488	KBC-D058-d1a0ce29e16ba99082a96368	KBH-D058-54c2092d43a5	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_882b1dd212e2f7e2	inc_1bd0f85d1967890c	KBC-D057-4aa99ad9ca8a6ef110f7e03b	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_8364b26c29df87b1	inc_1bd0f85d1967890c	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_6564cb4684386ed5	inc_1bd0f85d1967890c	KBC-D057-728f4de0d3d02c2e44535e4d	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_19822cc6c636a643	inc_1bd0f85d1967890c	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_d54434c39aa92f73	inc_1bd0f85d1967890c	KBC-D057-e9a382e7d4fd09cb360debfc	KBH-D057-da53c9e679f7	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for cartservice.	compatible	0	200	reviewed
cand_afd2555c7bf46250	inc_1bd0f85d1967890c	KBC-D057-6eb155351cb0c12576824a54	KBH-D057-562ed69e4788	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_6aa73ed223a53664	inc_1bd0f85d1967890c	KBC-D057-0caeb6bf377ab228f9807bc3	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_e469c03b3793d3ba	inc_1bd0f85d1967890c	KBC-D057-d2dec06bc5ad6334bea381b1	KBH-D057-c118fc413f7c	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_ae369750d76f3f91	inc_1bd0f85d1967890c	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_70fd33cab54eac93	inc_1bd0f85d1967890c	KBC-D057-ebb2cf48c9eed9865917abc8	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for cartservice.	compatible	0	200	reviewed
cand_38feb753e6bf85b5	inc_1c35829e1a5668b7	KBC-D058-edeb594af96dcba74c1bf8f1	KBH-D058-c2749095504f	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_fc79a00eefdbdca5	inc_1c35829e1a5668b7	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_752dff27966a3fe0	inc_1c35829e1a5668b7	KBC-D058-5b86503d419c093f8eded70a	KBH-D058-22bb04d72ccf	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_8dfc759de8cb9625	inc_1c35829e1a5668b7	KBC-D058-fc886b19f0f37dd0282ca673	KBH-D058-c2749095504f	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_03b37c38efd0f48e	inc_1c35829e1a5668b7	KBC-D057-f43a5e910b133af7ef278865	KBH-D057-b33563055168	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	service_dependency	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_87e427e385c59840	inc_1c35829e1a5668b7	KBC-D057-45b99fa125935926d356e9b6	KBH-D057-f4bcce2e6d7e	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_190aad010da1b0a3	inc_1c35829e1a5668b7	KBC-D058-70d23bde47d3316dd574e62b	KBH-D058-aaa3e891815f	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_461f25567f4d9553	inc_1c35829e1a5668b7	KBC-D059-05ba5f615d51b4b34e72449e	KBH-D059-90ee8fc78d14	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	61	reviewed
cand_ea4c01a399d45c56	inc_1c35829e1a5668b7	KBC-D058-0c6a32d6d84824353de6825d	KBH-D058-57df42feca96	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_9d674131a635ee6a	inc_1c35829e1a5668b7	KBC-D059-57a63cfd29ea8f8856acd93d	KBH-D059-c5fd7b512fcf	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	61	reviewed
cand_b81fcb0eaabe2fc3	inc_1fa5a9117fca9344	KBC-D059-d30463249bc318fbf1d34bc5	KBH-D059-880cd100599f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_e7e56928c09dd9c4	inc_1fa5a9117fca9344	KBC-D057-5cdb2d2b76a4a2a11b2c32fa	KBH-D057-86278876e6bf	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for frontend.	compatible	0	200	reviewed
cand_eb2bca5fbbf978a5	inc_1fa5a9117fca9344	KBC-D058-08c26d83a4bdb300a4368e59	KBH-D058-94f18a70ecb0	LLM_Judge_Annotator_B_train	2	2026-09-16T02:06:37.606729+00:00	root_cause_support	Directly explains operational failure or diagnostic procedure for frontend.	compatible	0	200	reviewed
cand_7eb4b9f80b392c7c	inc_1fa5a9117fca9344	KBC-D058-2a6b22a3c5e42c4df64e3f65	KBH-D058-4067ea9b384b	LLM_Judge_Annotator_B_train	0	2026-09-16T02:06:37.606729+00:00	context_only	General technical documentation with no direct relation to the incident symptoms.	compatible	0	200	reviewed
cand_eb9a7e657cdfd919	inc_1fa5a9117fca9344	KBC-D058-af53af35781acf2a26a8f0ba	KBH-D058-4067ea9b384b	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
cand_8a55d231d52a2cb8	inc_1fa5a9117fca9344	KBC-D058-d231c3289e6fb5e62215bb71	KBH-D058-aaa3e891815f	LLM_Judge_Annotator_B_train	1	2026-09-16T02:06:37.606729+00:00	symptom_interpretation	Provides contextual architecture or dependency background for frontend.	compatible	0	200	reviewed
